"abacavir 300 mg tablet","J3490",$50.30
"abciximab 10 mg/5 mL intravenous solution","J0130",$5051.27
"acamprosate 333 mg tablet,delayed release","J3490",$20.55
"acarbose 25 mg tablet",,$16.54
"acetaminophen 1,000 mg/100 mL (10 mg/mL) intraveno","J0131",$203.35
"acetaminophen 1,000 mg/100 mL (10 mg/mL) IV","J0131",$211.37
"acetaminophen 120 mg rectal suppository","J3490",$2.05
"acetaminophen 120 mg-codeine 12 mg/5 mL oral solut",,$22.18
"acetaminophen 160 mg/5 mL (5 mL) oral suspension","J3490",$2.25
"acetaminophen 300 mg-codeine 30 mg tablet","J3490",$22.41
"acetaminophen 32 mg/mL oral syringe  (FOR ORAL USE","J3490",$3.00
"acetaminophen 325 mg rectal suppository",,$1.79
"acetaminophen 325 mg tablet","J3490",$1.04
"acetaminophen 325 mg/10.15 mL oral solution","J3490",$22.27
"acetaminophen 500 mg tablet","J3490",$1.05
"acetaminophen 650 mg rectal suppository","J3490",$1.85
"acetaZOLAMIDE 250 mg tablet","J3490",$28.96
"acetaZOLAMIDE 500 mg solution for injection","J1120",$181.00
"acetaZOLAMIDE ER 500 mg capsule,extended release",,$30.66
"acetic acid (bulk) 5 % liquid","J3490",$65.50
"acetylcysteine 200 mg/mL (20 %) intravenous soluti","J0132",$139.59
"acetylcysteine 200 mg/mL (20 %) solution","J3490",$22.26
"activated charcoal 25 gram/120 mL oral suspension",,$33.94
"activated charcoal-sorbitol 25 gram/120 mL oral su",,$20.98
"acyclovir 200 mg capsule","J3490",$15.72
"acyclovir 200 mg/5 mL oral suspension","J3490",$1116.56
"acyclovir 5 % topical ointment","J3490",$1935.97
"acyclovir 800 mg tablet","J3490",$17.70
"acyclovir sodium 50 mg/mL intravenous solution","J0133",$140.70
"adalimumab 40 mg/0.8 mL subcutaneous syringe kit","J0135",$9759.06
"adenosine (diagnostic) 3 mg/mL intravenous solutio","J0153",$798.96
"adenosine 3 mg/mL intravenous solution","J0153",$26.90
"adenosine 300 mcg/mL intravenous solution","J0153",$77.73
"ado-trastuzumab emtansine 100 mg intravenous solut","J9354",$10732.69
"albumin, human 25 % intravenous solution","P9047",$437.00
"albumin, human 5 % intravenous solution","P9041",$437.00
"albuterol sulfate 0.63 mg/3 mL solution for nebuli","J3490",$20.32
"albuterol sulfate 1.25 mg/3 mL solution for nebuli","J3490",$20.32
"albuterol sulfate 2 mg/5 mL syrup","J3490",$166.54
"albuterol sulfate 2.5 mg/3 mL (0.083 %) solution f","J3490",$15.80
"albuterol sulfate concentrate 2.5 mg/0.5 mL soluti","J3490",$16.52
"albuterol sulfate HFA 90 mcg/actuation aerosol inh","J3490",$177.24
