"abacavir 300 mg tablet","J3490",$53.24
"abciximab 10 mg/5 mL intravenous solution","J0130",$5455.72
"acarbose 50 mg tablet",,$17.12
"acetaminophen 1,000 mg/100 mL (10 mg/mL) intraveno","J0131",$203.35
"acetaminophen 120 mg rectal suppository","J3490",$1.73
"acetaminophen 160 mg/5 mL (5 mL) oral solution","J3490",$3.43
"acetaminophen 160 mg/5 mL (5 mL) oral suspension","J3490",$2.78
"acetaminophen 160 mg/5 mL oral suspension","J3490",$7.00
"acetaminophen 325 mg rectal suppository",,$2.05
"acetaminophen 325 mg tablet","J3490",$1.07
"acetaminophen 325 mg/10.15 mL oral solution","J3490",$23.27
"acetaminophen 500 mg tablet","J3490",$1.08
"acetaminophen 650 mg rectal suppository","J3490",$1.85
"acetaminophen 650 mg/20.3 mL oral solution","J3490",$4.05
"acetaminophen 80 mg chewable tablet",,$1.08
"acetaminophen ER 650 mg tablet,extended release",,$2.28
"acetaZOLAMIDE 100 mg/mL pediatric injection","J1120",$229.00
"acetaZOLAMIDE 250 mg tablet","J3490",$29.96
"acetaZOLAMIDE 500 mg solution for injection","J1120",$182.00
"acetic acid (bulk) 5 % liquid","J3490",$65.50
"acetic acid 0.25 % irrigation solution","J3490",$81.00
"acetylcholine chloride 1 % (10 mg/mL) intraocular ","J3490",$86.64
"acetylcysteine 200 mg/mL (20 %) intravenous soluti","J0132",$145.80
"acetylcysteine 200 mg/mL (20 %) solution","J3490",$44.78
"activated charcoal 25 gram/120 mL oral suspension",,$33.94
"activated charcoal 50 gram/240 mL oral suspension","J3490",$61.00
"acyclovir 200 mg capsule","J3490",$19.30
"acyclovir 200 mg/5 mL oral suspension","J3490",$1484.67
"acyclovir 5 % topical ointment","J3490",$4156.54
"acyclovir sodium 50 mg/mL intravenous solution","J0133",$203.00
"adalimumab 40 mg/0.8 mL subcutaneous pen kit","J0135",$9760.06
"adenosine (diagnostic) 3 mg/mL intravenous solutio","J0153",$1322.44
"adenosine 3 mg/mL intravenous solution","J0153",$37.90
"adenosine 300 mcg/mL intravenous solution","J0153",$78.92
"albumin, human 25 % intravenous solution","P9047",$797.00
"albumin, human 5 % intravenous solution","P9041",$437.00
"albuterol sulfate 0.63 mg/3 mL solution for nebuli","J3490",$21.32
"albuterol sulfate 1.25 mg/3 mL solution for nebuli","J3490",$21.32
"albuterol sulfate 2 mg tablet",,$39.50
"albuterol sulfate 2 mg/5 mL syrup","J3490",$162.16
"albuterol sulfate 2.5 mg/3 mL (0.083 %) solution f","J3490",$16.80
"albuterol sulfate ER 4 mg tablet,extended release,",,$22.98
"albuterol sulfate HFA 90 mcg/actuation aerosol inh","J3490",$177.24
"alclometasone 0.05 % topical cream",,$131.38
"aldesleukin 22 million unit intravenous solution","J9015",$15890.64
"alemtuzumab 30 mg/mL intravenous solution","J0202",$0.20
"alendronate 10 mg tablet",,$16.95
"alendronate 35 mg tablet",,$23.50
"alendronate 70 mg tablet",,$19.75
"aliskiren 150 mg tablet",,$39.99
"allopurinol 100 mg tablet","J3490",$17.66
"allopurinol 300 mg tablet","J3490",$18.94
"ALPRAZolam 0.25 mg tablet",,$22.38
"ALPRAZolam 0.5 mg tablet","J3490",$22.19
"alprostadil 500 mcg/mL injection solution","J0270",$490.30
"alteplase 1 mg/mL (Pediatric) 2 mL infusion","J2997",$35264.44
"alteplase 1 mg/ml intrathecal injection","J2997",$369.12
"alteplase 100 mg intravenous solution","J2997",$35217.44
"alteplase 2 mg intra-catheter solution","J2997",$628.24
"alteplase 50 mg intravenous solution","J2997",$17616.72
"aluminum hydroxide gel 320 mg/5 mL oral suspension","J3490",$5.97
"aluminum hydrox-magnesium carb 95 mg-358 mg/15 mL ","J3490",$16.41
"aluminum-mag hydroxide-simethicone 200 mg-200 mg-2","J3490",$2.73
"alvimopan 12 mg capsule","J3490",$645.48
"amantadine HCl 50 mg/5 mL oral solution","J3490",$69.92
"amikacin 1,000 mg/4 mL injection solution,amikacin","J0278",$114.05
"aMILoride 5 mg tablet","J3490",$18.89
"amino acid 10 % intravenous solution","J3490",$159.00
"amino acids 5 %-dextrose 15 %-electrolytes intrave","J3490",$172.00
"aminocaproic acid 250 mg/mL intravenous solution","J3490",$21.25
"aminocaproic acid 500 mg tablet",,$187.84
"aminophylline 250 mg/10 mL intravenous solution","J0280",$61.48
"amiodarone (1.5 mg/mL) PEDIATRIC in dextrose infus","J0282",$132.40
"amiodarone 1.5 mg/mL in dextrose PEDIATRIC loading","J0282",$201.80
"amiodarone 150 mg/100 mL (1.5 mg/mL) in dextrose, ","J0282",$184.45
