"acetaminophen 1,000 mg/100 mL (10 mg/mL) intraveno","J0131",$215.78
"acetaminophen 120 mg rectal suppository","J3490",$1.73
"acetaminophen 160 mg/5 mL (5 mL) oral suspension","J3490",$2.25
"acetaminophen 325 mg rectal suppository",,$2.05
"acetaminophen 325 mg tablet","J3490",$1.07
"acetaminophen 500 mg tablet","J3490",$1.16
"acetaminophen 650 mg rectal suppository","J3490",$1.85
"acetaminophen 80 mg chewable tablet",,$1.06
"acetaminophen 80 mg rectal suppository",,$1.79
"acetaZOLAMIDE 500 mg solution for injection","J1120",$150.88
"acetic acid 2 % ear solution",,$100.30
"acetylcholine chloride 1 % (10 mg/mL) intraocular ","J3490",$86.88
"acetylcysteine 200 mg/mL (20 %) intravenous soluti","J0132",$119.93
"acetylcysteine 200 mg/mL (20 %) solution","J3490",$19.08
"activated charcoal 25 gram/120 mL oral suspension",,$33.94
"activated charcoal-sorbitol 50 gram/240 mL oral su","J3490",$61.15
"acyclovir 200 mg capsule","J3490",$16.88
"acyclovir 5 % topical ointment","J3490",$519.56
"acyclovir sodium 50 mg/mL intravenous solution","J0133",$114.70
"adenosine 3 mg/mL intravenous solution","J0153",$33.79
"albumin, human 25 % intravenous solution","P9047",$662.00
"albuterol sulfate 1.25 mg/3 mL solution for nebuli","J3490",$20.28
"albuterol sulfate 2.5 mg/3 mL (0.083 %) solution f","J3490",$16.60
"albuterol sulfate concentrate 5 mg/mL(0.5 %) solut","J3490",$112.32
"albuterol sulfate HFA 90 mcg/actuation aerosol inh","J3490",$177.78
"alendronate 70 mg tablet",,$17.31
"allopurinol 100 mg tablet","J3490",$17.24
"allopurinol 300 mg tablet","J3490",$18.21
"ALPRAZolam 0.5 mg tablet","J3490",$22.19
"alprostadil 500 mcg/mL injection solution","J0270",$368.11
"alteplase 100 mg intravenous solution","J2997",$28617.17
"alteplase 2 mg intra-catheter solution","J2997",$513.45
"aluminum hydroxide gel 320 mg/5 mL oral suspension","J3490",$5.97
