"abacavir 300 mg tablet","J3490",$51.30
"abacavir 300 mg-lamivudine 150 mg-zidovudine 300 m",,$123.31
"abacavir 600 mg-dolutegravir 50 mg-lamivudine 300 ","J3490",$390.03
"acarbose 25 mg tablet",,$17.54
"acebutolol 200 mg capsule",,$18.66
"acetaminophen 1,000 mg/100 mL (10 mg/mL) intraveno","J0131",$82.17
"acetaminophen 1,000 mg/100 mL (10 mg/mL) IV","J0131",$72.14
"acetaminophen 120 mg rectal suppository","J3490",$1.46
"acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) ora","J3490",$23.85
"acetaminophen 160 mg/5 mL oral suspension","J3490",$7.71
"acetaminophen 300 mg-codeine 30 mg tablet","J3490",$22.41
"acetaminophen 300 mg-codeine 60 mg tablet","J3490",$17.16
"acetaminophen 325 mg rectal suppository",,$1.79
"acetaminophen 325 mg tablet","J3490",$1.07
"acetaminophen 325 mg/10.15 mL oral solution","J3490",$23.27
"acetaminophen 500 mg tablet","J3490",$1.04
"acetaminophen 650 mg rectal suppository","J3490",$1.85
"acetaminophen 80 mg chewable tablet",,$1.06
"acetaZOLAMIDE 250 mg tablet","J3490",$25.23
"acetaZOLAMIDE 500 mg solution for injection","J1120",$74.48
"acetic acid (bulk) 3 % liquid","J3490",$64.00
"acetic acid (bulk) 5 % liquid","J3490",$65.50
"acetic acid 0.25 % irrigation solution","J3490",$25.90
"acetylcholine chloride 1 % (10 mg/mL) intraocular ","J3490",$86.64
"acetylcysteine 100 mg/mL (10 %) solution","J3490",$23.29
"acetylcysteine 200 mg/mL (20 %) intravenous soluti","J0132",$44.98
"acetylcysteine 200 mg/mL (20 %) solution","J3490",$22.26
"acidophilus 25 million cell-pectin, citrus 100 mg ","J3490",$16.11
"activated charcoal 25 gram/120 mL oral suspension",,$20.98
"activated charcoal 260 mg capsule","J3490",$1.21
"activated charcoal-sorbitol 25 gram/120 mL oral su",,$20.98
"acyclovir 200 mg capsule","J3490",$17.18
"acyclovir 200 mg/5 mL oral suspension","J3490",$1084.51
"acyclovir 5 % topical ointment","J3490",$31.00
