charge_code	price	description	hospital_id	filename	charge_type
001	868178	HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
003	412843	ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
004	218358	TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
007	368097	LUNG TRANSPLANT	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
011	130901	TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
012	119306	TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
013	61335	TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
014	396999	ALLOGENEIC BONE MARROW TRANSPLANT	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
016	180002	AUTOLOGOUS BONE MARROW TRANSPLANT  W CC/MCC OR T-CELL IMMUNOTHERAPY	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
020	264774	INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
021	210418	INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
023	138111	CRANIOTOMY W MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PDX W MCC OR CHEMOTHERAPY IMPLANT OR EPILEPSY W NEUROSTIMULATOR	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
024	108498	CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
025	113628	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
026	87014	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
027	76557	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
028	87525	SPINAL PROCEDURES W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
029	57424	SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
030	45585	SPINAL PROCEDURES W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
031	76685	VENTRICULAR SHUNT PROCEDURES W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
032	48043	VENTRICULAR SHUNT PROCEDURES W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
033	37454	VENTRICULAR SHUNT PROCEDURES W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
034	69953	CAROTID ARTERY STENT PROCEDURE W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
035	58362	CAROTID ARTERY STENT PROCEDURE W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
036	44232	CAROTID ARTERY STENT PROCEDURE W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
037	84294	EXTRACRANIAL PROCEDURES W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
038	46289	EXTRACRANIAL PROCEDURES W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
039	29159	EXTRACRANIAL PROCEDURES W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
040	82186	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
041	48095	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
042	41385	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
052	87216	SPINAL DISORDERS & INJURIES W CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
053	9644	SPINAL DISORDERS & INJURIES W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
054	26921	NERVOUS SYSTEM NEOPLASMS W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
055	20754	NERVOUS SYSTEM NEOPLASMS W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
056	34452	DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
057	19479	DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
058	59031	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
059	38628	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
060	26399	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
061	36716	ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
062	40707	ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
063	37687	ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
064	39079	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
065	22965	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
066	17572	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
067	3328	NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
068	13692	NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
069	17197	TRANSIENT ISCHEMIA W/O THROMBOLYTIC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
070	29199	NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
071	23610	NONSPECIFIC CEREBROVASCULAR DISORDERS W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
072	15318	NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
073	25781	CRANIAL & PERIPHERAL NERVE DISORDERS W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
074	19812	CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
075	44620	VIRAL MENINGITIS W CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
076	12245	VIRAL MENINGITIS W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
077	39600	HYPERTENSIVE ENCEPHALOPATHY W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
078	14398	HYPERTENSIVE ENCEPHALOPATHY W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
079	12231	HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
080	14854	NONTRAUMATIC STUPOR & COMA W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
081	16154	NONTRAUMATIC STUPOR & COMA W/O MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
082	48469	TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
083	25712	TRAUMATIC STUPOR & COMA, COMA >1 HR W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
084	18095	TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
085	50545	TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
086	21889	TRAUMATIC STUPOR & COMA, COMA <1 HR W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
087	12398	TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
089	20529	CONCUSSION W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
090	19923	CONCUSSION W/O CC/MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
091	30678	OTHER DISORDERS OF NERVOUS SYSTEM W MCC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
092	21044	OTHER DISORDERS OF NERVOUS SYSTEM W CC	spectrum-health-hospitals	spectrum-health-pricing-by-drg.csv	drg
