charge_code	price	description	hospital_id	filename	charge_type
11000000	6210.00	HC PRIVATE GENERAL HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
11000004	6624.00	HC PRIVATE GENERAL HUP 2	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
11000005	7671.00	HC PRIVATE GENERAL HUP 3	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
11200001	5894.00	HC PRIVATE OB HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
11200002	6369.00	HC PRIVATE OB HUP 2	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000000	8430.00	HC SEMI-PRIVATE GENERAL HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000004	5894.00	HC SEMIPRIVATE GENERAL HUP 2	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000006	6045.00	HC SEMIPRIVATE GENERAL HUP 4	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000007	6210.00	HC SEMIPRIVATE GENERAL HUP 5	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000009	6369.00	HC SEMIPRIVATE GENERAL HUP 7	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000011	6624.00	HC SEMIPRIVATE GENERAL HUP 9	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000012	6798.00	HCSEMIPRIVATE GENERAL HUP 10	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12000013	7671.00	HC SEMIPRIVATE GENERAL HUP 11	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12200000	5894.00	HC SEMIPRIVATE OB HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
12200001	6045.00	HC SEMIPRIVATE OB HUP 2	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
14800000	5842.00	HC PRIVATE REHAB HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
17100002	6106.00	HC NEWBORN LEVEL 1 ROUTINE HUP 1	hospital-of-the-university-of-pennsylvania	hup_cdm_121818.csv	standard
