charge_code	price	description	hospital_id	filename	charge_type
	295.0	BLOOD SPLIT UNIT, PRODUCT ALIQUOT	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2550.0	COIL BARE AXIUM 3D LVL 14	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4650.0	COVIDIEN ACTXX30 COOL TIP RADIO FREQ INCL ACT1510	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4050.0	ESSURE COIL DEVICE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	600.0	FAM PHOTREXA (RIBOFLAVIN 5'-PHOSPHATE)	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	1185.0	FAM PHOTREXA VISCOUS (RIBOFLAVIN 5'-PHOSPHATE IN 20% DEXTRAN OPHTHALMIC SOLUTION)	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	41.0	FAM RADIESSE PER 0.1 ML INJ/MEDICAL USE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	14.0	FAM SCULPTRA 0.5 MG INJ/MEDICAL USE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	20.0	FREEDOM FROM SMOKING WORKBOOK	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	274.0	HB  12FR X 16CM,TRIPLE LUMEN CURVED TRAY CATH XTN	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	105.0	HB  AC CORD GO GEAR	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	70.0	HB  ACUPUNCT FOLLOW UP 20%OFF (PT PAY)	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	71.0	HB  ADVANCED CARE PLANNING 1ST 30 MINUTES	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	825.0	HB  ALARM ADAPTER HEARTWARE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	125.0	HB  APPL HI COST, SK-SUB TRNK >= 100CM-EA ADL 100CM	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	175.0	HB  ASPIRATION BRST CYST-1ST	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2250.0	HB  BATTERY REPLACEMENT HEARTWARE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	225.0	HB  BATTERY REPLACEMENT HM II	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	620.0	HB  BRACHYTHERAPY ISODOSE PLAN, SIMPLE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	1150.0	HB  BX PROSTATE NEEDLE/PUNCH	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2356.0	HB  BYPASS SUPPORT FOR REPLACE AORTIC VALVE W OPEN  ART/VENOUS CANN	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2356.0	HB  BYPASS SUPPORT FOR REPLACE AORTIC VALVE W PERC  ART/VENOUS CANN	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3150.0	HB  CATH ATHERECTOMY ROTATIONAL LVL 16	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3450.0	HB  COIL CASHMERE DETACHABLE  LVL  17	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4050.0	HB  COIL CASHMERE DETACHABLE  LVL  19	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	1950.0	HB  COIL CONCERTO HELIX  LVL  12	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2550.0	HB  COIL CONCERTO HELIX  LVL  14	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2685.0	HB  COIL CONCERTO HELIX PGLA	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3114.0	HB  COIL DELTAPAQ SR PLATINUM DETACHABLE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4338.0	HB  COIL DETACH HYDRO 14 HELICAL  LVL  20	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3150.0	HB  COIL DETACH HYDRO 14 HELICAL LVL  16	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3420.0	HB  COIL DETACH HYDRO 14 HELICAL LVL  17	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4575.0	HB  COIL DETACH TRUFILL CMPLX FILL SFT	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2040.0	HB  COIL DETACH TRUFILL HELICAL SFT	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	4575.0	HB  COIL DETACH TRUFILL MINI CMPLX FILL SFT	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3282.0	HB  COIL DETACHABLE  GDC 10 3D SHAPE	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	3141.0	HB  COIL DETACHABLE GDC 10 ULTRASOFT	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	2494.0	HB  COIL DETACHABLE GDC 18 2D	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
	1725.0	HB  COIL DETACHABLE GDC-10 LVL 11	henry-ford-hospital/henry-ford-west-bloomfield/henry-ford-kingswood	hfhwb122018.xlsx	standard
