charge_code	price	description	hospital_id	filename	charge_type
80000139	175.00	HB CONTRAST MEDIA	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000140	338.00	HB CONTRAST MEDIA HIGH DOSE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000141	137.00	HB NON IONIC CONTRAST 50 ML(GEN SUPPLY)	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000143	176.00	HB SINOGRAFIN 1 VIAL (GEN SUPPLY)	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000144	7.00	HB ENTERAL FEEDING LEVEL 1	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000145	2.00	HB ORAL SUPPLEMENT-PER CAN/CARTON	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000146	15.00	HB ENTERAL FEEDING LEVEL 2	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000147	2.00	HB BENEPROTEIN PER PACKAGE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000148	1.00	HB MIGHTY SHAKE PER CARTON	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000149	8.00	HB ENTERAL FEEDING PRODUCT PER CAN	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000151	8.00	HB HEPARIN IV FLUSH EACH	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000153	2.00	HB RESOURCE FRUIT BEVERAGE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000158	371.00	HB JEJUNAL FEEDING TUBE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000159	137.00	HB SCLERONEEDLE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000160	445.00	HB PEG/J FEEDING TUBE KIT	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000161	539.00	HB CATH, GOLD PROBE ELECTHEMOSTAS	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000162	53.00	HB SNARE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000166	1513.00	HB LITHOTRIPTOR	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000169	888.00	HB APC PROBE & FILTER	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000170	819.00	HB GOLD PROBE-INJECTABLE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000171	53.00	HB BIOPSY FORCEPS-REGULAR	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000172	200.00	HB BIOPSY FORCEPS/MULTI-BITE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000173	103.00	HB BIOPSY FORCEPS-HOT	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000174	686.00	HB SPOT TATTOOING SUPPLIES W/NEEDLE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000175	38.00	HB CO2 CANNULA	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000176	34.00	HB EMERGENCY MEDICAL SUPPLIES II	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000177	145.00	HB EMERGENCY MEDICAL SUPPLIES I	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000178	207.00	HB PROCEDURE TRAY	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000179	445.00	HB SNARE KIT	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000180	351.00	HB TEMPORARY PACING WIRE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000182	195.00	HB SYVEK PATCHES	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000183	160.00	HB WRENCH KIT	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000184	148.00	HB STYLET	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000185	165.00	HB CERVICAL RIPENING/AMNIO INFUSION SUPPLY KIT	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000186	224.00	HB INTRAUTERINE PRESSURE MONITOR	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000187	21.00	HB PERSONAL FIT FLANGE/CONNECTOR2	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000188	38.00	HB BREAST PUMP MANUAL	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000189	49.00	HB SINGLE TO DOUBLE PUMPING SETUP	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000190	226.00	HB VACUUM ASSIST DELIVERY SUPPLIES	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000191	51.00	HB BLOOD PRESSURE TRANSDUCER	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000192	54.00	HB TRACH CARE SUPPLIES	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000195	75.00	HB SNS SUPPLEMENTAL NSG SYST	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000202	681.00	HB TITANIUM ADAPTOR	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
80000203	166.00	HB CAPD CHARGE-INPT PER EXCHANGE	north-shore-university-hospital	fy19-standard-hospital-services-chargemaster.csv	standard
