charge_code	price	description	hospital_id	filename	charge_type
	1856	ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
	5323	INTENSIVE CARE UNIT - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
	5323	INTENSIVE CARE UNIT - MEDICAL	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
	5259	INTENSIVE CARE UNIT - PEDIATRIC	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
	2406	INTENSIVE CARE UNIT - INTERMEDIATE ICU	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96360	605	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96361	82	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96365	605	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96366	82	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96367	325	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96368	598	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96372	203	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96374	269	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96375	269	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96376	269	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
96377	224	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
C8957	609	IV THERAPY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
36415	45	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80061	224	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80150	257	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80156	178	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80158	86	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80162	57	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80164	106	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80165	27	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
80170	82	LABORATORY - GENERAL CLASSIFICATION	university-of-texas-md-anderson-cancer-center	HospitalCharge.csv	standard
