charge_code	price	description	hospital_id	filename	charge_type
761000875	485.00	HC FINE NEEDLE ASPIRATION	uc-davis-medical-center	CDM.csv	inpatient
761000875	485.00	HC FINE NEEDLE ASPIRATION	uc-davis-medical-center	CDM.csv	outpatient
761000638	907.60	HC FNA W/IMAGE	uc-davis-medical-center	CDM.csv	inpatient
761000638	907.60	HC FNA W/IMAGE	uc-davis-medical-center	CDM.csv	outpatient
761000963	1508.15	HC GUIDE CATHET FLUID DRAINAGE	uc-davis-medical-center	CDM.csv	inpatient
761000963	1508.15	HC GUIDE CATHET FLUID DRAINAGE	uc-davis-medical-center	CDM.csv	outpatient
761001115	2472.17	HC PERQ DEV SOFT TISS 1ST IMAG	uc-davis-medical-center	CDM.csv	inpatient
761001115	2472.17	HC PERQ DEV SOFT TISS 1ST IMAG	uc-davis-medical-center	CDM.csv	outpatient
761000002	278.85	HC ACNE SURGERY OF SKIN ABSCESS	uc-davis-medical-center	CDM.csv	inpatient
761000002	278.85	HC ACNE SURGERY OF SKIN ABSCESS	uc-davis-medical-center	CDM.csv	outpatient
761000782	1133.83	HC DRAIN SKIN ABSCESS SIMPLE	uc-davis-medical-center	CDM.csv	inpatient
761000782	1133.83	HC DRAIN SKIN ABSCESS SIMPLE	uc-davis-medical-center	CDM.csv	outpatient
761000783	1432.20	HC DRAIN SKIN ABSCESS COMPLIC	uc-davis-medical-center	CDM.csv	inpatient
761000783	1432.20	HC DRAIN SKIN ABSCESS COMPLIC	uc-davis-medical-center	CDM.csv	outpatient
761000784	819.72	HC DRAIN PILONIDAL CYST SIMPL	uc-davis-medical-center	CDM.csv	inpatient
761000784	819.72	HC DRAIN PILONIDAL CYST SIMPL	uc-davis-medical-center	CDM.csv	outpatient
450000004	2343.60	HC DRAIN PILONIDAL CYST COMPLIC	uc-davis-medical-center	CDM.csv	inpatient
450000004	2343.60	HC DRAIN PILONIDAL CYST COMPLIC	uc-davis-medical-center	CDM.csv	outpatient
761000785	473.06	HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPL	uc-davis-medical-center	CDM.csv	inpatient
761000785	473.06	HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPL	uc-davis-medical-center	CDM.csv	outpatient
761000786	5530.25	HC DRAINAGE OF HEMATOMA/FLUID	uc-davis-medical-center	CDM.csv	inpatient
761000786	5530.25	HC DRAINAGE OF HEMATOMA/FLUID	uc-davis-medical-center	CDM.csv	outpatient
761000787	894.04	HC PUNCTURE DRAINAGE OF LESION	uc-davis-medical-center	CDM.csv	inpatient
761000787	894.04	HC PUNCTURE DRAINAGE OF LESION	uc-davis-medical-center	CDM.csv	outpatient
761000639	2332.75	HC I&D POSTOP WOUND INFECT	uc-davis-medical-center	CDM.csv	inpatient
761000639	2332.75	HC I&D POSTOP WOUND INFECT	uc-davis-medical-center	CDM.csv	outpatient
761000788	987.35	HC DEBRIDE, INFECTED SKIN, UP TO 10% BSA	uc-davis-medical-center	CDM.csv	inpatient
761000788	987.35	HC DEBRIDE, INFECTED SKIN, UP TO 10% BSA	uc-davis-medical-center	CDM.csv	outpatient
761000789	1433.83	HC DEBRIDE, SKIN, SUB-Q TISSUE,=<20 SQ CM	uc-davis-medical-center	CDM.csv	inpatient
761000789	1433.83	HC DEBRIDE, SKIN, SUB-Q TISSUE,=<20 SQ CM	uc-davis-medical-center	CDM.csv	outpatient
761000790	1848.84	HC DEBRIDE, SKIN, SUB-Q TISSUE,MUSCLE,=<20 SQ CM	uc-davis-medical-center	CDM.csv	inpatient
761000790	1848.84	HC DEBRIDE, SKIN, SUB-Q TISSUE,MUSCLE,=<20 SQ CM	uc-davis-medical-center	CDM.csv	outpatient
761000006	4233.13	HC DEBRIDE, SKIN, SUB-Q TISSUE,MUSCLE,BONE,=<20 SQ	uc-davis-medical-center	CDM.csv	inpatient
761000006	4233.13	HC DEBRIDE, SKIN, SUB-Q TISSUE,MUSCLE,BONE,=<20 SQ	uc-davis-medical-center	CDM.csv	outpatient
761000793	247.92	HC TRIM HYPERKERATOTIC SKIN LESION, ONE	uc-davis-medical-center	CDM.csv	inpatient
761000793	247.92	HC TRIM HYPERKERATOTIC SKIN LESION, ONE	uc-davis-medical-center	CDM.csv	outpatient
761000008	271.79	HC TRIM BENIGN HYPERKERATOTIC SKIN LESION,2-4	uc-davis-medical-center	CDM.csv	inpatient
761000008	271.79	HC TRIM BENIGN HYPERKERATOTIC SKIN LESION,2-4	uc-davis-medical-center	CDM.csv	outpatient
761000009	329.30	HC TRIM BENIGN HYPERKERATOTIC SKIN LESION,>4	uc-davis-medical-center	CDM.csv	inpatient
761000009	329.30	HC TRIM BENIGN HYPERKERATOTIC SKIN LESION,>4	uc-davis-medical-center	CDM.csv	outpatient
761000794	791.51	HC BIOPSY OF SKIN LESION	uc-davis-medical-center	CDM.csv	inpatient
761000794	791.51	HC BIOPSY OF SKIN LESION	uc-davis-medical-center	CDM.csv	outpatient
761000010	436.71	HC BIOPSY, EA ADDED LESION	uc-davis-medical-center	CDM.csv	inpatient
761000010	436.71	HC BIOPSY, EA ADDED LESION	uc-davis-medical-center	CDM.csv	outpatient
761000643	1021.53	HC RMV SKIN TAGS UP TO 15	uc-davis-medical-center	CDM.csv	inpatient
761000643	1021.53	HC RMV SKIN TAGS UP TO 15	uc-davis-medical-center	CDM.csv	outpatient
761000011	232.73	HC RMVL OF SKIN TAGS, EA ADD 10	uc-davis-medical-center	CDM.csv	inpatient
761000011	232.73	HC RMVL OF SKIN TAGS, EA ADD 10	uc-davis-medical-center	CDM.csv	outpatient
761000012	487.17	HC SHAV SKIN LES <5MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000012	487.17	HC SHAV SKIN LES <5MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000013	729.12	HC SHAV SKIN LES 6-10MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000013	729.12	HC SHAV SKIN LES 6-10MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000014	801.82	HC SHAV SKIN LES 11-20MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000014	801.82	HC SHAV SKIN LES 11-20MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000015	881.56	HC SHAV SKIN LES >21MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000015	881.56	HC SHAV SKIN LES >21MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000016	226.77	HC SHAV SKIN LES <5MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000016	226.77	HC SHAV SKIN LES <5MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000017	226.77	HC SHAV SKIN LES 6-10MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000017	226.77	HC SHAV SKIN LES 6-10MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000018	329.30	HC SHAV SKIN LES 11-20MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000018	329.30	HC SHAV SKIN LES 11-20MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000020	699.83	HC SHAV SKIN LES <5MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000020	699.83	HC SHAV SKIN LES <5MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000021	977.04	HC SHAV SKIN LES 6-10MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000021	977.04	HC SHAV SKIN LES 6-10MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000022	1168.00	HC SHAV SKIN LES 11-20MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000022	1168.00	HC SHAV SKIN LES 11-20MM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000024	2096.22	HC EXC SKIN BENIG <5MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000024	2096.22	HC EXC SKIN BENIG <5MM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000025	2727.15	HC EXC SKIN BENIG 0.6-1CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000025	2727.15	HC EXC SKIN BENIG 0.6-1CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000026	2990.80	HC EXC SKIN BENIG 1.1-2CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000026	2990.80	HC EXC SKIN BENIG 1.1-2CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000027	3859.35	HC EXC SKIN BENIG 2.1-3CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000027	3859.35	HC EXC SKIN BENIG 2.1-3CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000028	4245.06	HC EXC SKIN BENIG 3.1-4CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000028	4245.06	HC EXC SKIN BENIG 3.1-4CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000029	6402.59	HC EXC SKIN BENIG >4CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	inpatient
761000029	6402.59	HC EXC SKIN BENIG >4CM TRUNK,ARM,LEG	uc-davis-medical-center	CDM.csv	outpatient
761000030	3442.16	HC EXC SKIN BENIG <5MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000030	3442.16	HC EXC SKIN BENIG <5MM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000031	4669.30	HC EXC SKIN BENIG 0.6-1CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000031	4669.30	HC EXC SKIN BENIG 0.6-1CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000032	5741.28	HC EXC SKIN BENIG 1.1-2CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000032	5741.28	HC EXC SKIN BENIG 1.1-2CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000033	6643.46	HC EXC SKIN BENIG 2.1-3CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000033	6643.46	HC EXC SKIN BENIG 2.1-3CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000034	7546.18	HC EXC SKIN BENIG 3.1-4CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000034	7546.18	HC EXC SKIN BENIG 3.1-4CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000035	11453.26	HC EXC SKIN BENIG >4CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	inpatient
761000035	11453.26	HC EXC SKIN BENIG >4CM REMAINDR BODY	uc-davis-medical-center	CDM.csv	outpatient
761000644	2021.36	HC EX BEN LES FACE <= 0.5CM	uc-davis-medical-center	CDM.csv	inpatient
761000644	2021.36	HC EX BEN LES FACE <= 0.5CM	uc-davis-medical-center	CDM.csv	outpatient
761000036	2582.30	HC EXC SKIN BENIG 0.6-1CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000036	2582.30	HC EXC SKIN BENIG 0.6-1CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000645	2872.54	HC EX BEN LES FACE 1.1-2.0CM	uc-davis-medical-center	CDM.csv	inpatient
761000645	2872.54	HC EX BEN LES FACE 1.1-2.0CM	uc-davis-medical-center	CDM.csv	outpatient
761000037	3512.69	HC EXC SKIN BENIG 2.1-3CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000037	3512.69	HC EXC SKIN BENIG 2.1-3CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000038	4477.25	HC EXC SKIN BENIG 3.1-4CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
761000038	4477.25	HC EXC SKIN BENIG 3.1-4CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	outpatient
761000039	6372.21	HC EXC SKIN BENIG >4CM FACE,FACIAL	uc-davis-medical-center	CDM.csv	inpatient
