ANES HEAD INTEG + SAL GLAND,00100,$11.00
ANES HEAD INTEG + SAL GLAND,00100,$2.00
ANES HEAD EAR EXT/MID/INNER,00120,$2.00
ANES HEAD EAR EXT/MID/INNER,00120,$8.00
ANES HEAD EYE PROCEDURES,00140,$2.00
ANES HEAD EYE PROCEDURES,00140,$9.00
ANES HEAD LENS SURGERY,00142,$10.00
ANES HEAD LENS SURGERY,00142,$3.00
ANES HEAD NOSE SINUSES,00142,$11.00
ANES HEAD NOSE SINUSES,00142,$2.00
ANES HEAD INTRA PROC INCL BIOP,00170,$10.00
ANES HEAD INTRA PROC INCL BIOP,00170,$2.00
ANES HEAD FACIAL BONES,00190,$3.00
ANES HEAD FACIAL BONES,00190,$9.00
RAD PROC VENTRIGULOGRAPHY,00214,$2.00
RAD PROC VENTRIGULOGRAPHY,00214,$6.00
ANES CHEST POSTERIOR INTEG SYS,00300,$2.00
ANES CHEST POSTERIOR INTEG SYS,00300,$9.00
ANES NECK INTEGU SUBC TISSUE,00300,$10.00
ANES NECK INTEGU SUBC TISSUE,00300,$2.00
ANES PELVIS PROC POST INTEG SY,00300,$2.00
ANES PELVIS PROC POST INTEG SY,00300,$9.00
ANES NECK ESO THY LARNX TRACH,00320,$13.00
ANES NECK ESO THY LARNX TRACH,00320,$2.00
ANES NECK MAJOR VESSELS,00350,$2.00
ANES NECK MAJOR VESSELS,00350,$9.00
ANES CHEST ANT INTEGU SYSTEM,00400,$12.00
ANES CHEST ANT INTEGU SYSTEM,00400,$9.00
ANES FOREAREM WRT HD INTEG SYS,00400,$11.00
ANES FOREAREM WRT HD INTEG SYS,00400,$8.00
ANES LEG LOW PROC INTEG SYS,00400,$11.00
ANES LEG LOW PROC INTEG SYS,00400,$8.00
ANES LEG UPP PROC INTEG SYS,00400,$11.00
ANES LEG UPP PROC INTEG SYS,00400,$8.00
ANES PELVIS PRO ANT INTEG SYS,00400,$11.00
ANES PELVIS PRO ANT INTEG SYS,00400,$8.00
ANES PERINEUM INTEG SYSTEM,00400,$11.00
ANES PERINEUM INTEG SYSTEM,00400,$8.00
ANES SHOULDER INTEG SYS + AXIL,00400,$11.00
ANES SHOULDER INTEG SYS + AXIL,00400,$8.00
ANES UPP ARM/ELBOW INTEG SYS,00400,$11.00
ANES UPP ARM/ELBOW INTEG SYS,00400,$8.00
KNEE PROC INTEG SYS KNEE/POPLI,00400,$11.00
KNEE PROC INTEG SYS KNEE/POPLI,00400,$8.00
ANES CHEST BREAST RAD PROC,00404,$11.00
ANES CHEST BREAST RAD PROC,00404,$13.00
ANES CHEST CLAVICLE & SCAPULA,00450,$2.00
ANES CHEST CLAVICLE & SCAPULA,00450,$7.00
ANES CHEST RIB PART RESECTION,00470,$2.00
ANES CHEST RIB PART RESECTION,00470,$8.00
ANES INTRA CHEST CLOSED PROC,00520,$2.00
ANES INTRA CHEST CLOSED PROC,00520,$8.00
ANES INTRA MEDIASTINOSCOPY,00528,$2.00
ANES INTRA MEDIASTINOSCOPY,00528,$7.00
ANES INTRA PACEMAKER INSERT,00530,$2.00
ANES INTRA PACEMAKER INSERT,00530,$6.00
ANES INTRA VENOUS CIRCUL,00532,$14.00
ANES INTRA VENOUS CIRCUL,00532,$2.00
ANES INTRA CARDIO DEFIBRILL,00534,$2.00
ANES INTRA CARDIO DEFIBRILL,00534,$7.00
ANES INTRA THORACOTOMY PROC,00540,$11.00
ANES INTRA THORACOTOMY PROC,00540,$2.00
ANES INTRA PLEURECTOMY,00542,$2.00
ANES INTRA PLEURECTOMY,00542,$7.00
ANES INTRA HEART GT VESSELS,00560,$2.00
ANES INTRA HEART GT VESSELS,00560,$9.00
ANES SPINE CERVICAL + CORD,00600,$6.00
ANES SPINE CERV LAMINEC POST,00604,$6.00
ANES SPINE THORACIS + CORD,00620,$6.00
ANES SPINE LUMBAR REGION,00630,$2.00
ANES SPINE LUMBAR REGION,00630,$9.00
ANES SPINE LUMBAR SYMPATNEC,00632,$6.00
ANES SPINE LUMBAR PUNCTURE,00635,$8.00
ANES EXTENSIVE SPINE + CORD,00670,$8.00
ANES ABD UPP WALL ANTERIOR,00700,$8.00
ABD UPP LIVER BIOPSY PERCUTANE,00702,$2.00
ABD UPP LIVER BIOPSY PERCUTANE,00702,$6.00
ANES ABD UPP WALL POSTERIOR,00730,$15.00
ANES ABD UPP WALL POSTERIOR,00730,$2.00
ANES UPP GI ENDOSCOPE,00731,$8.00
ANES UPP GI ERCP,00732,$8.00
ANES ABD UPP HERNIA REPAIRS,00750,$3.00
ANES ABD UPP HERNIA REPAIRS,00750,$9.00
ABD UPP HERNIAS LUMBAR + VENTR,00752,$2.00
ABD UPP HERNIAS LUMBAR + VENTR,00752,$7.00
ABD UPP OMPHALOCELE,00754,$2.00
ABD UPP OMPHALOCELE,00754,$6.00
ANES ABD UPP HERNIA REPAIR,00756,$2.00
ANES ABD UPP HERNIA REPAIR,00756,$6.00
ANES ABD UPP BLOOD VESS ALL,00770,$2.00
ANES ABD UPP BLOOD VESS ALL,00770,$6.00
ANES ABD UPP BOWEL SHUNTS,00790,$14.00
ANES ABD UPP BOWEL SHUNTS,00790,$2.00
ABD UPP HEPATECTOMY PARTIAL,00792,$2.00
ABD UPP HEPATECTOMY PARTIAL,00792,$6.00
ABD UPP PANCREATECTOMY,00794,$2.00
ABD UPP PANCREATECTOMY,00794,$7.00
ANES ABD LOW ANTERIOR,00800,$3.00
ANES ABD LOW ANTERIOR,00800,$9.00
ABD LOW PANNICULECTOMY,00802,$2.00
ABD LOW PANNICULECTOMY,00802,$6.00
ANES LOW INTESTINAL ENDOSCOPIC,00811,$6.00
ANES  LOW INTES SCR COLONOSCOP,00812,$6.00
ANES UPR LWR GI ENDOSCOPY,00813,$6.00
ANES ABD LOW POSTERIOR,00820,$2.00
ANES ABD LOW POSTERIOR,00820,$8.00
ANES ABD LOW HERNIA REPAIR,00830,$12.00
ANES ABD LOW HERNIA REPAIR,00830,$3.00
ANES ABD LOW HERNIA VENT INCIS,00832,$2.00
ANES ABD LOW HERNIA VENT INCIS,00832,$7.00
ANES ABD LOW INTRAPERITONEAL,00840,$14.00
ANES ABD LOW INTRAPERITONEAL,00840,$3.00
ABD LOW AMNIOCENTESIS,00842,$2.00
ABD LOW AMNIOCENTESIS,00842,$6.00
ABD LOW ABDOMINOPERINEAL RESEC,00844,$2.00
ABD LOW ABDOMINOPERINEAL RESEC,00844,$7.00
