charge_code	price	description	hospital_id	filename	charge_type
	533.0	01 Minor Room Time < 30 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	808.0	02 Minor Room Time 30-60 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	1071.0	03 Minor Room Time 61-90 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	1340.0	04 Minor Room Time 91-120 Mins	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	279.0	05 Minor Ea Add 30 > 120 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	1071.0	06 Sp Room Time < 30 Mins	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	1605.0	07 Sp Room Time 30-60 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	2146.0	08 Sp Room Time 61-90 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	2678.0	09 Sp Room Time 91-120 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	3215.0	10 Sp Room Time 121-150 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	3748.0	11 Sp Room Time 151-180 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	533.0	12 Sp Ea Add 30 > 180 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	4272.0	13 Complex Room Time 0-30 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	4870.0	14 Complex Room Time 30-60 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	5393.0	15 Complex Room Time 61-90 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	5950.0	16 Complex Room Time 91-120 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	6512.0	17 Complex Room Time 121-150 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	7077.0	18 Complex Room Time 151-180 Min	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	4.6	1Ercaptopurine Susp Ped 5Mg/Ml	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	898.0	2 Hr Base Rate 1:1 Rn Care	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	1130.0	3D Reconstruction W/O Post Process	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	585.0	3D Rendering With Interpretation And Reporting Of Computed Tomography, Magnetic Resonance Imaging, Ultrasound, Or Other Tomographic Modality With Image Postprocessing Under Concurrent Supervision; Not Requiring Image Postprocessing On An Independent Workstation	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	479.0	3D Rendering With Interpretation And Reporting Of Computed Tomography, Magnetic Resonance Imaging, Ultrasound, Or Other Tomographic Modality With Image Postprocessing Under Concurrent Supervision; Requiring Image Postprocessing On An Independent Workstation	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	3144.0	3-Dimensional Radiotherapy Plan, Including Dose-Volume Histograms	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	0.1	5% Dextrose/Water (500 Ml = 1 Unit)	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	38.95	Abacavir Tab 300Mg	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	376.0	Abrasion; Single Lesion (Eg, Keratosis, Scar)	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	3.85	Acamprosate Tab 333Mg	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	4.0	Acarbose Tab	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	4.25	Acebutolol Cap 200Mg	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	0.54	Acetamin-Codeine	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	9.96	Acetazolamide	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	9.08	Acetic Acid Irrig Soln	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
	437.6	Acetylcholine Oph Inj 2Ml	baptist-medical-center-(jacksonville)	gross-charges-list-not-patient-responsibility.xlsx	standard
