charge_code	price	description	hospital_id	filename	charge_type
1	366	HB FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
1	0	HB FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
2	629	HB FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
2	0	HB FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
3	115	HB ACNE SURGERY	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
3	0	HB ACNE SURGERY	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
4	202	HB INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
4	0	HB INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
5	225	HB INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
5	0	HB INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
6	237	HB INCISION & DRAINAGE PILONIDAL CYST SIMPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
6	0	HB INCISION & DRAINAGE PILONIDAL CYST SIMPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
7	1069	HB INCISION & DRAINAGE PILONIDAL CYST COMPLICATED	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
7	0	HB INCISION & DRAINAGE PILONIDAL CYST COMPLICATED	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
8	366	HB INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	outpatient
8	0	HB INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE	uc-irvine-medical-center	uci-health-msdrg-average-charges.xlsx	inpatient
